file_name,qar_number,question_hi,answer_hi,reasoning_hi,domain,question_type
rbi_168.png,1 of 3,"मार्च 2024 के अनुसार, स्वयं सहायता समूह ऋण में कुल राशि और ऋण संख्या के हिसाब से किस क्षेत्र का योगदान सबसे अधिक है?",दक्षिणी क्षेत्र का कुल वितरित ऋण राशि (लगभग 66%) और कुल वितरित ऋण संख्या (लगभग 39%) में सबसे बड़ा योगदान है।,"चार्ट में दक्षिणी क्षेत्र के पीले (राशि) और नारंगी (संख्या) बार, अन्य सभी क्षेत्रों की तुलना में सबसे ऊँचे हैं।",Household & Retail Finance,Comparison
rbi_168.png,2 of 3,औसत ऋण आकार (आरएस) के संदर्भ में किस क्षेत्र में सबसे बड़ा औसत देखा गया और किसमें सबसे कम?,दक्षिणी क्षेत्र में औसत ऋण राशि सबसे अधिक थी (~6 लाख) और केंद्रीय क्षेत्र में सबसे कम (~2 लाख) थी।,"चार्ट में, सबसे ऊँचे और सबसे निचले हरे त्रिभुज क्रमशः दक्षिणी और केंद्रीय क्षेत्रों में हैं।",Household & Retail Finance,Extremum / Anomaly Detection
rbi_168.png,3 of 3,"पूर्वी क्षेत्र में कुल वितरित ऋण राशि और ऋण संख्या के अनुपात में क्या अंतर है, और इसका औसत ऋण आकार पर क्या प्रभाव पड़ता है?","पूर्वी क्षेत्र में ऋण संख्या (41%) काफी अधिक है पर राशि (25%) तुलनात्मक रूप से कम है, जिससे औसत ऋण आकार देश के अन्य हिस्सों की तुलना में छोटा (~2.3 लाख) है।","चार्ट में पूर्वी क्षेत्र की नारंगी बार (संख्या) पीली से काफी ऊपर, और औसत आकार कम (हरा त्रिभुज) है।",Household & Retail Finance,Causal Interpretation
rbi_169.png,1 of 3,मार्च 2019 और मार्च 2024 के बीच प्रति हजार जनसंख्या पर जमा खाते की संख्या में सबसे अधिक और सबसे कम वृद्धि किस क्षेत्र में हुई?,"उत्तर क्षेत्र में वृद्धि सबसे अधिक देखी गई (3200 से अधिक), जबकि पूर्वी क्षेत्र में सबसे कम वृद्धि दिखाई देती है।",संतरी से पीले बार तक का शुद्ध वृद्धि उत्तरी क्षेत्र में सबसे अधिक है और पूर्वी क्षेत्र में सबसे कम है,Household & Retail Finance,Increase/Decline Identification
rbi_169.png,2 of 3,मार्च 2024 में प्रति बैंक शाखा जनसंख्या किस क्षेत्र में सबसे अधिक और सबसे कम है?,"मार्च 2024 में, सबसे अधिक पूर्वी है (लगभग 11,000), और सबसे कम उत्तरी है (लगभग 6,000)।",लाल बिंदु (24 मार्च) पूर्वी क्षेत्रों के लिए सबसे अधिक और उत्तरी क्षेत्रों के लिए सबसे कम है।,Systemic Risk & Liquidity,Extremum / Anomaly Detection
rbi_169.png,3 of 3,क्या हर क्षेत्र में प्रति बैंक शाखा जनसंख्या और प्रति जनसंख्या पर खाते की संख्या का ट्रेंड एक जैसा है?,"नहीं, कुछ क्षेत्रों (जैसे उत्तर-पूर्व) में खाता घनत्व कम और ब्रांच घनत्व भी कम है; कुछ (जैसे उत्तररी) में खाता घनत्व बहुत अधिक लेकिन ब्रांच घनत्व मध्यम है।",उत्तर-पूर्वी क्षेत्र में दोनों कम; उत्तररी क्षेत्र में खाते अधिक पर ब्रांच घनत्व औसत है।,Household & Retail Finance,Comparison
rbi_170.png,1 of 3,2020 से 2024 तक जीएनपीए और एनएनपीए अनुपात में क्या प्रवृत्ति रही?,दोनों अनुपात निरंतर घटते गए; 2020 में जीएनपीए 10.5% से गिरकर 2024 में 6.2% और एनएनपीए 5.7% से गिरकर 2.4% हो गया।,बार चार्ट में हर वर्ष दोनों अनुपात में लगातार गिरावट दिखाई दे रही है।,Banking & Credit,Trend Analysis
rbi_170.png,2 of 3,इन वर्षों में किस वर्ष जीएनपीए और एनएनपीए दोनों में सबसे बड़ी वार्षिक गिरावट दिखी?,जीएनपीए और एनएनपीए दोनों में सबसे बड़ी वार्षिक गिरावट 2022 से 2023 के बीच दर्ज हुई।,चार्ट के अनुसार जीएनपीए और एनएनपीए दोनों अनुपातों में 2022 से 2023 के बीच अन्य सभी वर्षांतरों की तुलना में सबसे अधिक कमी दिखाई देती है।,Banking & Credit,Extremum / Anomaly Detection
rbi_170.png,3 of 3,2024 में एनएनपीए अनुपात बनाम जीएनपीए अनुपात में कितना अंतर है?,2024 में यह अंतर 3.8 प्रतिशत अंक (6.2% - 2.4%) है।,चार्ट में 2024 के लिए जीएनपीए 6.2% और एनएनपीए 2.4% है; दोनों के बीच का अंतर 3.8% है।,Banking & Credit,Numerical Extraction
rbi_175.png,1 of 3,2023-24 में एससीबी (SCB) की संपत्ति वृद्धि की दर कितनी रही और क्या यह पिछले वर्षों की तुलना में सामान्य रही?,2023-24 में एससीबी की संपत्ति वृद्धि दर 15.5% रही। यह पूरे प्रदर्शित कालखंड में सबसे ऊँचे स्तरों में से एक है और हाल के वर्षों की तुलना में उल्लेखनीय रूप से अधिक है।,"चार्ट में एससीबी की वृद्धि दर 2023-24 में 15.5% दिखाई गई है, जो पूरे समयावधि में सर्वोच्च स्तर पर है तथा अधिकांश पूर्ववर्ती वर्षों की तुलना में अधिक है।",Banking & Credit,Numerical Extraction
rbi_175.png,2 of 3,गैर-अनुसूचित यूसीबी की वार्षिक वृद्धि दर 2023-24 में कितनी थी और क्या वह अनुसूचित यूसीबी से अधिक थी?,2023-24 में गैर-अनुसूचित यूसीबी की वार्षिक वृद्धि दर 3.3% थी। यह अनुसूचित यूसीबी की 4.9% वृद्धि दर से कम थी।,चार्ट में 2023-24 के लिए गैर-अनुसूचित यूसीबी (पीली रेखा) 3.3% तथा अनुसूचित यूसीबी (संतरी रेखा) 4.9% दर्शाए गए हैं। इसलिए गैर-अनुसूचित यूसीबी की वृद्धि दर अनुसूचित यूसीबी से कम थी।,Banking & Credit,Comparison
rbi_175.png,3 of 3,2019-20 के बाद से सभी यूसीबी की संपत्ति वृद्धि दर में क्या मौका दिखता है?,"2019-20 के बाद सभी यूसीबी की संपत्ति वृद्धि दर में उतार-चढ़ाव देखने को मिलता है। 2020-21 में वृद्धि हुई, 2021-22 में तीव्र गिरावट आई, और उसके बाद 2022-23 तथा 2023-24 में पुनः सुधार दर्ज हुआ।","हरी रेखा (सभी यूसीबी) 2019-20 से 2020-21 में बढ़ती है, 2021-22 में काफी गिरती है, और फिर 2022-23 तथा 2023-24 में क्रमशः ऊपर जाती है।",Banking & Credit,Trend Analysis
rbi_176.png,1 of 3,2021 से 2024 के बीच एससीबी (SCB) और यूसीबी (UCB) के ऋण-जमा अनुपात में क्या प्रवृत्ति और अंतर दिखाई देता है?,"2021-2024 में एससीबी का अनुपात ~71% से बढ़कर 76.8% हो गया, जबकि यूसीबी का अनुपात 61%–62% के बीच स्थिर रहा; अंतर चौड़ा (14 प्रतिशत अंक) हुआ।",चार्ट में पीली लाइन (एससीबी) ऊपर जाती है और नारंगी (यूसीबी) नीचे लगभग सपाट रहती है। अंतर हर वर्ष बड़ा होता है।,Banking & Credit,Comparison
rbi_176.png,3 of 3,2010 से 2024 तक यूसीबी में ऋण-जमा अनुपात की दीर्घकालिक प्रवृत्ति क्या रही?,2010 से 2024 तक यूसीबी का ऋण-जमा अनुपात सामान्यतः 59% से 66% के दायरे में अपेक्षाकृत स्थिर रहा। 2021 में निम्न स्तर पर आने के बाद 2022–2024 के दौरान इसमें क्रमिक वृद्धि दिखाई देती है।,नारंगी स्तंभ दर्शाते हैं कि यूसीबी का ऋण-जमा अनुपात पूरे कालखंड में सीमित दायरे में रहा। 2021 के बाद यह लगभग 59% से बढ़कर 2024 में 62.5% तक पहुँचता है।,Banking & Credit,Trend Analysis
rbi_178.png,1 of 3,"2023-24 में एससीबी, सभी यूसीबी और अनुसूचित/गैर-अनुसूचित यूसीबी में निवेश वृद्धि दर में किसका प्रदर्शन सबसे बेहतर था?",एससीबी (11.6%) की वृद्धि सबसे ज्यादा थी।,"चार्ट में 2023-24 के लिए एससीबी की रेखा और संलग्न बॉक्स (11.6%) अन्य सभी बॉक्सों (1.7%, 4.0%, -0.2%) से ऊपर है।",Banking & Credit,Extremum / Anomaly Detection
rbi_178.png,3 of 3,2023-24 में गैर-अनुसूचित यूसीबी के निवेश ग्रोथ का क्या रुझान रहा और क्या यह सकारात्मक था?,2023-24 में गैर-अनुसूचित यूसीबी की निवेश वृद्धि दर 4.0% रही। यह सकारात्मक वृद्धि दर्शाती है।,"चार्ट के 2023-24 वाले बॉक्स में गैर-अनुसूचित यूसीबी के लिए 4.0% दर्शाया गया है, जो सकारात्मक निवेश वृद्धि को इंगित करता है।",Banking & Credit,Increase/Decline Identification
rbi_179.png,1 of 3,2024 में सीआरएआर के आधार पर किस श्रेणी ने सबसे ऊंचा प्रतिशत दर्ज किया?,2024 में अनुसूचित यूसीबी (Scheduled UCB) ने लगभग 18.4% का सबसे ऊँचा सीआरएआर दर्ज किया।,चार्ट में पीली डैश्ड रेखा (अनुसूचित यूसीबी) 2024 में सबसे ऊपर दिखाई देती है और उसका मान लगभग 18.4% है।,Banking & Credit,Extremum / Anomaly Detection
rbi_179.png,2 of 3,"यूसीबी, एससीबी और एनएससीबी में 2020 से 2024 के दौरान सीआरएआर की प्रवृत्ति क्या थी?","2020 से 2024 के दौरान यूसीबी और अनुसूचित यूसीबी के सीआरएआर में समग्र रूप से वृद्धि हुई। एससीबी का सीआरएआर भी कुल मिलाकर बढ़ा, हालांकि 2024 में 2023 की तुलना में हल्की कमी दिखाई देती है।","चार्ट में यूसीबी और अनुसूचित यूसीबी की रेखाएँ समग्र रूप से ऊपर जाती हैं। एससीबी भी 2020 से 2023 तक बढ़ता है, लेकिन 2024 में थोड़ा नीचे आता है।",Banking & Credit,Trend Analysis
rbi_179.png,3 of 3,2024 में एससीबी और एनएससीबी के सीआरएआर में कितना अंतर है?,"यदि प्रश्न यूसीबी और एससीबी की तुलना के बारे में है, तो 2024 में यूसीबी का सीआरएआर 17.5% और एससीबी का 16.9% था। दोनों के बीच अंतर 0.6 प्रतिशत अंक था।",चार्ट में 2024 के लिए यूसीबी का मान 17.5% और एससीबी का 16.9% दर्शाया गया है। अतः अंतर 0.6 प्रतिशत अंक है।,Banking & Credit,Comparison
rbi_180.png,1 of 3,2016–2024 के दौरान यूसीबी के पीसीआर (प्रावधानीकरण अनुपात) और जीएनपीए अनुपात में क्या परस्पर संबंध दिखता है?,"विशेष रूप से 2021–2024 के दौरान पीसीआर में उल्लेखनीय वृद्धि और जीएनपीए अनुपात में गिरावट दिखाई देती है, जिससे दोनों के बीच विपरीत प्रवृत्ति का संकेत मिलता है।","पैनल A में 2021–24 के दौरान पीसीआर (हरा बार) लगातार बढ़ता है, जबकि जीएनपीए अनुपात (नारंगी रेखा) घटता है।",Banking & Credit,Trend Analysis
rbi_180.png,2 of 3,2023–2024 में गैर-अनुसूचित यूसीबी के बड़े उधार खातों में तनाव किस श्रेणी (SMF) में सबसे बड़ा रहा?,"गैर-अनुसूचित यूसीबी में 2023 और 2024 दोनों वर्षों में SMF-0 श्रेणी का अनुपात सबसे अधिक रहा, जो 2024 में लगभग 24% तक पहुँचा।","पैनल B में गैर-अनुसूचित यूसीबी के लिए SMF-0 के बार अन्य श्रेणियों (SMF-1, SMF-2 और फ्रेश) की तुलना में सबसे ऊँचे दिखाई देते हैं।",Systemic Risk & Liquidity,Extremum / Anomaly Detection
rbi_188.png,1 of 3,2015-16 से 2023-24 के बीच एसटीसीबी और डीसीसीबी के एनपीए अनुपात में कौन सा समूह लगातार उच्चतर रहा?,डीसीसीबी का एनपीए अनुपात पूरे अवधि में एसटीसीबी से ज्यादा (ऊपर) रहा और उच्चतम 12–13% तक गया।,चार्ट में पीला (डीसीसीबी) हर साल ऑरेंज (एसटीसीबी) से ऊपर है और 2019-20 में सबसे अधिक है।,Banking & Credit,Comparison
rbi_188.png,3 of 3,"एनपीए अनुपात में किस वर्ष दोनों समूहों में उच्चतम अंतर था, और वह कितना था?","2019-20 में दोनों समूहों के बीच एनपीए अनुपात का अंतर सबसे अधिक था। चार्ट के अनुसार डीसीसीबी लगभग 12.6–12.8% और एसटीसीबी लगभग 6.7% पर था, जिससे अंतर लगभग 6 प्रतिशत अंक बनता है।","2019-20 में डीसीसीबी और एसटीसीबी के बारों के बीच दृश्य अंतर सबसे अधिक दिखाई देता है, जो लगभग 6 प्रतिशत अंकों के अंतर को दर्शाता है।",Banking & Credit,Extremum / Anomaly Detection
rbi_190.png,1 of 3,मार्च 2023 में पीसीआईआरडीबी के कुल देयता घटक में सबसे बड़ा भाग किसका था?,उधार का (51.5%)।,"चार्ट (A) में पीसीआईआरडीबी के लिए भूरे रंग का भाग सबसे बड़ा है, जिस पर 51.5% अंकित है।",Banking & Credit,Extremum / Anomaly Detection
rbi_190.png,3 of 3,कुल आस्तियों में 'संचित हानि' (मार्च 2023) की हिस्सेदारी किन समितियों में ज्यादा है?,मार्च 2023 में कुल आस्तियों में संचित हानि की हिस्सेदारी पीसीआईआरडीबी (20.5%) में एससीआईआरडीबी (2.3%) की तुलना में कहीं अधिक थी।,चार्ट (B) में ब्राउन बार पीसीआईआरडीबी के लिए 20.5% और एससीआईआरडीबी के लिए केवल 2.3% है।,Banking & Credit,Comparison
rbi_191.png,1 of 3,2024 में NBFC का ऋण-जीडीपी अनुपात कितना था और क्या यह पिछले सभी वर्षों में सबसे अधिक था?,2024 में NBFC का ऋण-जीडीपी अनुपात 13.6% था। यह श्रृंखला के उच्चतम स्तरों में से एक है तथा 2021 के स्तर के बराबर है।,"चार्ट (ए) में 2024 का NBFC ऋण-जीडीपी अनुपात 13.6% दिखाया गया है। यही स्तर 2021 में भी देखा गया था, इसलिए यह उच्चतम स्तरों में से एक है।",NBFCs & Microfinance,Numerical Extraction
rbi_191.png,2 of 3,एससीबी के ऋण-जीडीपी अनुपात में 2020 से 2024 के बीच क्या रुझान देखने को मिलता है?,2020 से 2024 के बीच एससीबी के ऋण-जीडीपी अनुपात में स्थिरता या हल्की वृद्धि का रुझान दिखता है।,चार्ट (ए) में पीली रेखा 2020-2024 के बीच लगभग समान स्तर (52-55%) पर दिखाई देती है।,NBFCs & Microfinance,Trend Analysis
rbi_191.png,3 of 3,"2024 में एससीबी के ऋण अनुपात में NBFC के ऋण की भागीदारी कितनी थी, और इसमें किस प्रकार की प्रवृत्ति देखी गई?","2024 में एससीबी के ऋण अनुपात में एनबीएफसी के ऋण की भागीदारी 18.5% थी। हाल के वर्षों में इसमें उतार-चढ़ाव देखने को मिला, लेकिन 2024 में यह 2023 की तुलना में कुछ बढ़ी।","चार्ट (बी) में 2024 के लिए एनबीएफसी के ऋण की भागीदारी 18.5% दर्शाई गई है। यह 2023 से अधिक है, लेकिन 2021–2023 के दौरान देखे गए लगभग 24–25% स्तरों से कम है।",NBFCs & Microfinance,Trend Analysis
rbi_192.png,1 of 3,2019-20 और 2020-21 में पंजीकरण तथा निरसन की संख्या के बीच किस वर्ष सबसे बड़ा अंतर था?,"2019-20 में सबसे बड़ा अंतर था। उस वर्ष 116 पंजीकरण और 298 निरसन हुए, जिससे अंतर 182 का था।",चार्ट में 2019-20 के लिए निरसन (298) और पंजीकरण (116) के बीच का अंतर 2020-21 की तुलना में बहुत अधिक दिखाई देता है।,NBFCs & Microfinance,Comparison
rbi_192.png,2 of 3,2020-21 में पंजीकरण और निरसन की तुलना में क्या रुझान बदला?,"2019-20 में निरसन पंजीकरण से काफी अधिक थे, जबकि 2020-21 में स्थिति उलट गई और पंजीकरण (55) निरसन (44) से अधिक हो गए।","चार्ट में 2019-20 में पीला बार नारंगी बार से काफी ऊँचा है, जबकि 2020-21 में नारंगी बार पीले बार से ऊँचा दिखाई देता है।",NBFCs & Microfinance,Increase/Decline Identification
rbi_192.png,3 of 3,"2023-24 में पंजीकरण और निरसन की कुल संख्या किसके पक्ष में रही, और अंतर क्या था?",2023-24 में निरसन (143) पंजीकरण (57) से अधिक रहे; निरसन 86 अधिक थे।,चार्ट में 2023-24 के लिए पीला बार (143) नारंगी (57) से बहुत बड़ा है।,NBFCs & Microfinance,Numerical Extraction
rbi_193.png,2 of 3,2024 में जमानती एनबीएफसी-क्षेत्र (ग्रीन बार) का ऋण कितने करोड़ था और क्या इसका स्तर पिछले वर्षों से अधिक है?,"2024 में जमानती एनबीएफसी-क्षेत्र का ऋण लगभग 3,100 करोड़ है, जो पिछले दोनों सालों से अधिक है।","बाएँ ग्राफ में 2024 की ग्रीन बार ~3,100 पर है; यह 2022 व 2023 से ऊपर है।",NBFCs & Microfinance,Numerical Extraction
rbi_193.png,3 of 3,"2024 में जमानती और गैर-जमानती ऋणों की तुलना करने पर किस श्रेणी में एनबीएफसी-क्षेत्र की ऋण राशि अधिक थी, और दोनों के बीच लगभग कितना अंतर था?","2024 में एनबीएफसी-क्षेत्र की जमानती ऋण राशि लगभग ₹3,100 करोड़ थी, जबकि गैर-जमानती ऋण राशि लगभग ₹900 करोड़ थी। इसलिए जमानती ऋण लगभग ₹2,200 करोड़ अधिक था।","चार्ट A में 2024 का ग्रीन बार लगभग ₹3,100 करोड़ दिखाता है, जबकि चार्ट B में 2024 का ग्रीन बार लगभग ₹900 करोड़ है। दोनों के बीच का अंतर लगभग ₹2,200 करोड़ है।",NBFCs & Microfinance,Cross-Chart Reasoning
rbi_194.png,1 of 3,2023-24 में क्या सबसे बड़ी आस्ति हिस्सेदारी वाला एनबीएफसी वर्ग वही था जिसने सबसे अधिक वृद्धि दर भी दर्ज की?,"नहीं। 2023-24 में सबसे बड़ी आस्ति हिस्सेदारी एनबीएफसी-आईसीसी (62.8%) की थी, जबकि सबसे अधिक वृद्धि दर एनबीएफसी-फैक्टर (45.6%) ने दर्ज की।","डोनट चार्ट में 2024 के लिए एनबीएफसी-आईसीसी का हिस्सा 62.8% है, जबकि वृद्धि वाले चार्ट में 2023-24 के लिए सबसे ऊँची वृद्धि दर 45.6% एनबीएफसी-फैक्टर की दिखाई गई है।",NBFCs & Microfinance,Cross-Chart Reasoning
rbi_194.png,2 of 3,2023-24 में किस एनबीएफसी वर्ग ने सबसे तेज सालाना वृद्धि दर्ज की?,एनबीएफसी-फैक्टर (45.6%)।,दाएं बार चार्ट में सबसे बड़ी पीली पट्टी ‘एनबीएफसी-फैक्टर’ के लिए 45.6% है।,NBFCs & Microfinance,Extremum / Anomaly Detection
rbi_194.png,3 of 3,2022-23 से 2023-24 के बीच किस वर्ग की वार्षिक वृद्धि दर में सबसे बड़ा अंतर दिखा?,"एनबीएफसी-फैक्टर में, वृद्धि 6% से 45.6% हो गई।",दोनों वर्षों की तुलना में एनबीएफसी-फैक्टर में 6% से 45.6% का सबसे बड़ा उछाल दिखता है।,NBFCs & Microfinance,Comparison
rbi_197.png,1 of 3,2021Q4 से 2023Q4 तक गैर-जमानती खुदरा ऋण का कुल खुदरा ऋणों में प्रतिशत हिस्सा कैसे बदलता है?,यह अनुपात 2021Q4 के लगभग 33% से बढ़कर 2023Q4 में लगभग 36% तक पहुँच गया है।,"हरे बार 2021Q4 के लगभग 33% से बढ़कर 2023Q4 में लगभग 36% तक पहुँचते हैं, जिससे समग्र रूप से बढ़ती प्रवृत्ति दिखाई देती है।",Household & Retail Finance,Trend Analysis
rbi_197.png,2 of 3,2022Q4—2023Q2 के बीच गैर-जमानती खुदरा ऋण वृद्धि (लाल रेखा) और कुल खुदरा ऋण वृद्धि (पीली रेखा) में किसका ट्रेंड अधिक तेज है?,"2022Q4 से 2023Q2 के बीच गैर-जमानती खुदरा ऋण वृद्धि का ट्रेंड अधिक तेज रहा। यह लगभग 35% से बढ़कर 43% तक पहुँचा और फिर 38% पर आया, जबकि कुल खुदरा ऋण वृद्धि लगभग 30–34% के दायरे में रही।",चार्ट में इस अवधि के दौरान लाल रेखा पीली रेखा से लगातार ऊपर रहती है और उसका उत्थान अधिक तेज दिखाई देता है।,Household & Retail Finance,Comparison
rbi_197.png,3 of 3,2023Q2 के बाद कुल खुदरा ऋण वृद्धि बनाम गैर-जमानती खुदरा ऋण वृद्धि के ट्रेंड में क्या बदलाव है?,"2023Q2 के बाद गैर-जमानती खुदरा ऋण वृद्धि में स्पष्ट गिरावट आती है, जबकि कुल खुदरा ऋण वृद्धि अपेक्षाकृत धीमी गिरावट के साथ अधिक स्थिर रहती है।",चार्ट में 2023Q2 के बाद लाल रेखा ढलान लेती है जबकि पीली लगभग सपाट है।,Household & Retail Finance,Trend Analysis
rbi_198.png,1 of 3,मार्च 2024 में कुल स्वर्ण ऋण में एनबीएफसी और एससीबी की हिस्सेदारी कितनी थी?,"एनबीएफसी: 59.9%, एससीबी: 40.1%।",बार चार्ट के नीचे दिए गए मानकों में मार्च 24 के लिए एनबीएफसी का मान 59.9% तथा एससीबी का मान 40.1% लिखा है।,NBFCs & Microfinance,Numerical Extraction
rbi_198.png,2 of 3,2023 से 2024 में दोनों क्षेत्रों (एनबीएफसी और एससीबी) की हिस्सेदारी में क्या प्रवृत्ति दिखती है?,एनबीएफसी की हिस्सेदारी मामूली बढ़ी (59.0% से 59.9%) जबकि एससीबी की हिस्सेदारी घटी (41.0% से 40.1%)।,"बारों की ऊँचाई और नीचे के मान दर्शाते हैं कि एनबीएफसी की हिस्सेदारी थोड़ी बढ़ी, एससीबी की घटी।",NBFCs & Microfinance,Increase/Decline Identification
rbi_198.png,3 of 3,2023 से 2024 में किस क्षेत्र में ग्रोथ रेट (आरवाईएस) कम हुआ?,"2023 से 2024 के बीच केवल एससीबी का ग्रोथ रेट (आरएचएस) कम हुआ, जबकि एनबीएफसी का ग्रोथ रेट बढ़ा।","पीले हीरे के संकेतकों के अनुसार एनबीएफसी का ग्रोथ रेट मार्च 2023 के लगभग 9% से बढ़कर मार्च 2024 में लगभग 19% हो गया, जबकि एससीबी का ग्रोथ रेट लगभग 20% से घटकर लगभग 15% रह गया। इसलिए केवल एससीबी में ग्रोथ रेट कम हुआ।",NBFCs & Microfinance,Increase/Decline Identification
rbi_200.png,1 of 3,मार्च 2023 से मार्च 2024 में 1 से 30/31 दिन की अवधि वाला चाल निधि का अनुपात कितना बदल गया?,"1 से 30/31 दिन की अवधि में चाल निधि का अनुपात लगभग 103% से बढ़कर लगभग 113% हो गया, अर्थात लगभग 10 प्रतिशत अंकों की वृद्धि हुई।",चार्ट में 1 से 30/31 दिन श्रेणी का मार्च-24 का स्तंभ मार्च-23 की तुलना में लगभग 10 प्रतिशत अंक अधिक दिखाई देता है।,Banking & Credit,Increase/Decline Identification
rbi_200.png,2 of 3,किस अवधि समूह में चाल निधि अनुपात में सबसे बड़ी नकारात्मक प्रवृत्ति (गिरावट) दिखी?,3 से 5 वर्ष की अवधि वाले समूह में चाल निधि अनुपात में सबसे बड़ी गिरावट दिखाई देती है।,इस श्रेणी का अनुपात मार्च-23 में लगभग 20% था जो मार्च-24 में घटकर लगभग 1% रह गया। यह चार्ट में दिखाई देने वाली सबसे बड़ी गिरावट है।,NBFCs & Microfinance,Extremum / Anomaly Detection
rbi_200.png,3 of 3,2023-24 में किन छोटी-सी/मध्यम अवधि समूहों में (2-6 महीने तक) चाल निधि के प्रतिशत में हल्का सुधार दिखता है?,"2 से 3 महीने के समूह में सुधार दिखाई देता है, जबकि 3 से 6 महीने के समूह में अनुपात घटा है।","2 से 3 महीने की श्रेणी में मार्च-24 का मान मार्च-23 से अधिक है, जबकि 3 से 6 महीने की श्रेणी में मार्च-24 का मान मार्च-23 से कम दिखाई देता है।",Banking & Credit,Comparison
rbi_201.png,1 of 3,मार्च 2022 से 2024 के बीच एनबीएफसी की मानक आस्तियों का अनुपात कैसे बदला?,मानक आस्तियाँ मार्च 22 में 94.3% से बढ़कर मार्च 24 में 96.5% हो गईं।,चार्ट में सबसे बड़ा ऑरेंज खंड मार्च 22 में 94.3% से मार्च 24 में 96.5% तक बढ़ता है।,Banking & Credit,Trend Analysis
rbi_201.png,2 of 3,इन वर्षों में हानिग्रस्त आस्तियों का अनुपात सबसे कम कब था?,"मार्च 2023 और मार्च 2024 में, जब यह 0.3% था।","चार्ट के हानिग्रस्त आस्तियों वाले खंड में मार्च-23 और मार्च-24 दोनों के लिए 0.3% दर्शाया गया है, जो मार्च-22 के 0.4% से कम है।",NBFCs & Microfinance,Extremum / Anomaly Detection
rbi_201.png,3 of 3,मार्च 2022 से 2024 के बीच संदिग्ध आस्तियों और अवमानक आस्तियों का अनुपात किस तरह बदला?,"दोनों अनुपात घटे: संदिग्ध मार्च 22 में 2.6% से मार्च 24 में 1.7% तक, अवमानक 2.6% से 1.5% तक।",चार्ट में हरे (संदिग्ध) एवं पीले (अवमानक) हिस्से दोनों में कमी आई है।,NBFCs & Microfinance,Trend Analysis
rbi_202.png,1 of 3,"मार्च 2024 में 'मानक' (कोई अतिदेय नहीं) श्रेणी का प्रतिशत पोर्टफोलियो में कितना रहा, और यह मार्च 2023 से कैसे बदल गया?","मार्च 2024 में 'मानक' का प्रतिशत 90.9% था, जो मार्च 2023 (93.9%) से घट गया।",चार्ट के बार में सबसे बड़ा नारंगी खंड 2024 में 90.9% और 2023 में 93.9% पर अंकित है।,Banking & Credit,Comparison
rbi_202.png,2 of 3,2022-24 के दौरान एसएमएफ-2 (61-90 दिन अतिदेय) श्रेणी का प्रतिशत में क्या रुझान दिखता है?,"एसएमएफ-2 का प्रतिशत मार्च 2022 में 2.3%, 2023 में 1.5% और 2024 में 0.5% रहा—यानी गिरावट का रुझान है।",चार्ट में सबसे ऊपर डार्क ब्राउन सेक्शन क्रमशः घटते क्रम में तीनों वर्षों में दिखता है।,NBFCs & Microfinance,Trend Analysis
rbi_202.png,3 of 3,2024 में कुल अपराध (दाएँ मान) में कैसा परिवर्तन दिखा और किस अतिदेय श्रेणी में सबसे बड़ी वृद्धि हुई?,"2024 में कुल अपराद (दाएँ मान) में वृद्धि दिखाई देती है और सबसे बड़ी वृद्धि एसएमएफ-0 श्रेणी में हुई, जो मार्च-23 के 3.4% से बढ़कर मार्च-24 में 6.7% हो गई।","लाइन ग्राफ मार्च-23 से मार्च-24 के बीच ऊपर जाता है। बार चार्ट में एसएमएफ-0 का हिस्सा 3.4% से बढ़कर 6.7% हो गया, जो सभी अतिदेय श्रेणियों में सबसे बड़ी वृद्धि है।",NBFCs & Microfinance,Cross-Chart Reasoning
rbi_203.png,1 of 3,मार्च 2022 से मार्च 2024 के बीच एनबीएफसी-एमएफएल और एनबीएफसी-यूल के जीएनपीए अनुपात में क्या प्रवृत्ति रही?,दोनों श्रेणियों के जीएनपीए अनुपात में गिरावट आई। एनबीएफसी-एमएफएल का जीएनपीए अनुपात 6.0% से घटकर 3.6% और एनबीएफसी-यूल का 4.6% से घटकर 3.1% हो गया।,"जीएनपीए अनुभाग में दोनों संस्थागत श्रेणियों के बार 2022 से 2024 तक लगातार नीचे आते दिखते हैं, जिससे स्पष्ट है कि दोनों के जीएनपीए अनुपात में कमी आई।",NBFCs & Microfinance,Trend Analysis
rbi_203.png,2 of 3,2024 में एनपीए (NNPA) अनुपात में कौन अधिक है: एनबीएफसी-यूल या एनबीएफसी-एमएफएल?,2024 में NNPA अनुपात एनबीएफसी-यूल (1.6%) का एनबीएफसी-एमएफएल (0.9%) से अधिक है।,चार्ट में NNPA के लिए 2024 का ऑरेंज बार (1.6%) येलो बार (0.9%) से बड़ा है।,NBFCs & Microfinance,Comparison
